#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2026-04-11-22-05-36
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1432572968.194768	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432572988.191010	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573008.187288	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573028.182539	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573048.177856	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573068.174096	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573088.170323	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573108.166663	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573128.162807	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573148.158106	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573168.153463	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573188.148696	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573208.143981	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573228.139141	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573248.134576	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573268.130717	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573288.126097	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573308.122295	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573328.117658	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573348.112985	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
1432573368.109132	CoD8TW2KQYajy2E3Rd	131.202.240.31	10244	255.255.255.255	123	3	3	15	1024.000000	0.000001	0.152588	0.152588	76.79.67.76	662688000.000000	662688000.000000	0.000000	0.000000	0
#close	2026-04-11-22-05-37
